1576097521,28.094
1576098851,23.435
1576100175,21.907
1576101483,21.558
1576102785,21.075
1576104101,20.745
1576105427,22.541
1576106743,21.581
1576108068,23.193
1576109556,28.606
1576111083,26.36
1576112604,22.797
1576113915,22.244
1576115233,22.985
1576116542,22.32
1576117860,22.578
1576119171,22.456
1576120483,22.201
1576121790,22.53
1576123092,21.0
1576124398,22.737
1576125719,22.37
1576127021,20.404
1576128387,21.213
1576129702,22.419
1576131003,21.489
1576132326,21.686
1576133643,22.198
1576134946,22.22
1576136253,22.633
1576137560,22.714
1576138882,20.922
1576140185,21.941
1576141506,22.054
1576142819,21.858
1576144144,25.314
1576145451,22.317
1576146766,21.54
1576148067,22.156
1576149374,21.798
1576150678,22.329
1576151977,22.97
1576153292,21.749
1576154589,21.785
1576155898,22.166
1576157202,22.232
1576158562,22.238
1576159996,22.85
