1576004667,2683151.311
1576005008,2725171.507
1576005061,2696244.618
1576005116,2751811.08
1576005170,2684949.377
1576005224,2549906.275
1576005278,2285377.256
1576005334,1611399.934
1576005401,1772781.404
1576005464,1914286.445
1576005525,1992325.228
1576005585,2010903.775
1576005645,2012387.07
1576005705,2007283.98
1576005766,2669659.086
1576005820,2602070.146
1576005875,2399899.015
1576005931,1913007.369
1576005993,1701162.746
1576006057,2513951.898
1576006113,2083976.444
1576006172,2057168.115
1576006231,2034446.397
1576006291,2009261.345
1576006352,1948193.114
1576006413,2584953.798
1576006468,2594177.332
1576006523,2598578.612
1576006578,2640620.236
1576006632,2580911.489
1576006687,2616774.486
1576006742,2612640.552
1576006797,2622010.549
1576006852,2572435.552
1576006907,2616786.77
1576006962,2581678.037
1576007017,2632431.645
1576007071,2588152.357
1576007126,2566329.804
1576007181,2603360.496
1576007236,2564769.962
1576007291,2620026.1
1576007346,2580094.68
1576007401,2585558.736
1576007456,2576291.742
1576007510,2566503.51
1576007566,2607338.855
1576007621,2599634.503
1576007676,2623323.162
