1576092945,2464686.411
1576092990,2672775.06
1576093033,2591696.813
1576093077,2528491.428
1576093121,2510358.191
1576093165,2573186.738
1576093209,2588851.853
1576093253,2258375.024
1576093311,2558040.073
1576093355,2405264.774
1576093400,2476143.886
1576093444,2434515.166
1576093489,2464250.588
1576093534,2470140.275
1576093579,2503434.232
1576093625,2492305.466
1576093670,2535535.26
1576093715,2328675.783
1576093761,2465033.199
1576093806,2420025.94
1576093851,2601228.542
1576093896,2464007.839
1576093941,2574785.411
1576093985,2433541.799
1576094030,2515745.683
1576094075,2449717.516
1576094120,2526314.782
1576094165,2471313.595
1576094210,2362103.53
1576094257,2457388.635
1576094302,2511318.319
1576094347,2501806.829
1576094392,2696800.429
1576094436,2654279.808
1576094480,2514121.089
1576094525,2429340.505
1576094572,2464595.697
1576094619,2419370.915
1576094666,2375950.337
1576094714,2379892.965
1576094761,2431341.894
1576094808,2295276.375
1576094857,2389068.512
1576094904,2435932.025
1576094950,2538112.889
1576094996,2435069.141
1576095042,2415580.328
1576095089,2350382.257
