1576168581,2.821
1576168595,1.967
1576168606,1.724
1576168617,1.824
1576168629,1.922
1576168640,1.813
1576168652,1.626
1576168663,1.712
1576168674,1.701
1576168685,1.573
1576168696,1.649
1576168708,1.701
1576168719,1.635
1576168731,1.66
1576168742,1.653
1576168753,1.622
1576168764,1.638
1576168775,1.583
1576168787,1.663
1576168798,1.694
1576168809,1.625
1576168820,1.579
1576168831,1.645
1576168843,1.669
1576168855,1.705
1576168866,1.669
1576168877,1.591
1576168888,1.654
1576168900,1.693
1576168911,1.691
1576168923,1.613
1576168935,1.704
1576168946,1.709
1576168957,1.69
1576168969,1.636
1576168981,1.591
1576168992,1.664
1576169003,1.742
1576169015,1.674
1576169026,1.942
1576169038,1.655
1576169049,1.504
1576169060,1.639
1576169071,1.676
1576169082,1.636
1576169094,1.645
1576169105,1.601
1576169116,1.704
