1576092963,4.847
1576093006,4.935
1576093050,4.839
1576093094,4.856
1576093139,4.857
1576093182,5.112
1576093226,5.137
1576093280,5.834
1576093328,5.12
1576093373,4.911
1576093418,4.925
1576093462,5.179
1576093507,5.352
1576093552,5.547
1576093597,6.044
1576093643,5.531
1576093687,5.667
1576093734,5.476
1576093779,5.516
1576093824,5.477
1576093868,6.055
1576093914,5.378
1576093958,5.593
1576094003,5.129
1576094048,5.612
1576094093,5.68
1576094137,5.627
1576094183,5.584
1576094229,5.563
1576094275,5.119
1576094319,6.141
1576094365,5.758
1576094408,6.215
1576094453,5.887
1576094498,5.736
1576094543,7.193
1576094590,7.414
1576094637,6.914
1576094684,7.364
1576094732,6.714
1576094779,7.338
1576094828,7.077
1576094875,6.646
1576094922,6.526
1576094967,7.2
1576095014,6.601
1576095060,7.084
1576095108,6.568
