1576096126,35767.753
1576097550,37723.559
1576098876,37760.996
1576100198,38214.879
1576101506,38240.674
1576102807,37646.121
1576104123,37715.082
1576105451,37951.59
1576106766,37670.618
1576108093,37065.747
1576109586,33028.483
1576111110,33225.731
1576112627,38077.41
1576113938,37725.683
1576115257,37982.751
1576116565,37757.969
1576117883,38050.398
1576119194,37986.046
1576120506,38084.396
1576121813,38233.921
1576123114,38022.535
1576124422,37453.774
1576125742,37949.895
1576127043,37833.255
1576128409,37969.347
1576129725,38060.761
1576131026,37392.944
1576132349,37864.91
1576133666,37985.498
1576134970,37995.935
1576136276,38086.083
1576137584,37791.564
1576138904,37941.228
1576140209,37507.678
1576141529,37980.011
1576142842,37417.378
1576144170,38252.364
1576145475,37543.008
1576146789,38076.553
1576148090,37943.288
1576149397,37943.301
1576150701,38071.749
1576152001,37592.627
1576153314,38082.098
1576154611,37642.732
1576155922,37921.573
1576157225,37783.53
1576158585,37546.786
